user_id,video_id,time_ms,duration_ms,playing_time,label_1D
3,68246,134671015,128500,7921,"[ 1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1]"
3,614501,239211880,60000,5105,[ 1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,301229,256798272,108700,23740,[ 1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,64985,12933101,7500,9771,[1 1]
3,141282,41148947,143632,3650,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1]"
3,155129,13736877,38666,1845,[ 0 -1 -1 -1 -1 -1 -1 -1]
3,95967,134671015,41233,21684,[ 1  1  1  1  0 -1 -1 -1 -1]
3,125419,175642978,10566,8045,[ 1  0 -1]
3,613604,180483800,37266,21661,[ 1  1  1  1  0 -1 -1 -1]
3,608524,174906502,80666,57940,[ 1  1  1  1  1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1]
3,566412,175880164,5600,1283,[ 0 -1]
3,638132,239626869,41133,39925,[ 1  1  1  1  1  1  1  0 -1]
3,540166,175741801,125333,1752,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1]"
3,434834,41343170,27966,53807,[1 1 1 1 1 1]
3,435562,13692343,22900,3504,[ 0 -1 -1 -1 -1]
3,583718,239626869,25266,26220,[1 1 1 1 1 1]
3,364017,43936516,89800,90721,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
3,512804,256587653,8033,1544,[ 0 -1]
3,47742,41722438,79966,82497,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
3,388955,256850654,34966,36259,[1 1 1 1 1 1 1]
3,434857,41607337,46933,26625,[ 1  1  1  1  1  0 -1 -1 -1 -1]
3,433698,41343170,69400,38328,[ 1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1 -1]
3,237988,126840373,109083,1218,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,329813,257009088,28333,29510,[1 1 1 1 1 1]
3,418975,180082002,14000,25900,[1 1 1]
3,460503,256798272,11033,9526,[ 1  0 -1]
3,198144,13064351,14300,14293,[1 1 0]
3,547564,133631968,40700,5240,[ 1  0 -1 -1 -1 -1 -1 -1 -1]
3,233277,13766699,107633,5648,[ 1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,18084,175573305,120233,5244,"[ 1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1]"
3,525586,77905489,160666,11322,"[ 1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,528228,175461556,19400,1774,[ 0 -1 -1 -1]
3,593048,175102341,19200,4041,[ 0 -1 -1 -1]
3,122553,180264060,16400,1165,[ 0 -1 -1 -1]
3,234610,253584978,7466,8386,[1 1]
3,545778,127139352,39448,2496,[ 0 -1 -1 -1 -1 -1 -1 -1]
3,550120,256697332,36700,38490,[1 1 1 1 1 1 1 1]
3,356515,41607337,32833,52345,[1 1 1 1 1 1 1]
3,260271,253656649,16833,27443,[1 1 1 1]
3,613137,180082002,112900,4731,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,446636,40878644,170866,60190,"[ 1  1  1  1  1  1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,549436,126981130,23500,32916,[1 1 1 1 1]
3,208256,13157417,99800,104360,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
3,440765,175801645,98650,10457,[ 1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,516412,180379301,18533,9877,[ 1  0 -1 -1]
3,572944,140318580,99333,13173,[ 1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,138495,40723110,105366,40612,[ 1  1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,503366,77944810,26033,16980,[ 1  1  1  0 -1 -1]
3,495512,41148947,150233,104192,"[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1]"
3,553199,140318580,53333,1361,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,613106,181049071,113966,33079,[ 1  1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,325356,127139352,7833,1535,[ 0 -1]
3,525915,127139352,11733,1746,[ 0 -1 -1]
3,139220,181049071,123500,1485,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1]"
3,525590,77768971,125433,94356,"[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1
 -1 -1]"
3,551995,126909718,7466,8206,[1 1]
3,534657,126909718,17733,5356,[ 1  0 -1 -1]
3,370253,13692343,94250,2607,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,356177,41923158,140433,26103,"[ 1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1]"
3,48130,40878644,177566,39097,"[ 1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,482052,41148947,74300,8530,[ 1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,415378,12717919,17466,12433,[ 1  1  0 -1]
3,537074,77768971,8300,18532,[1 1]
3,104595,253656649,11283,11418,[1 1 1]
3,633371,240494930,84625,1334,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,594097,175379708,164120,1976,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,371961,155895624,34133,3445,[ 0 -1 -1 -1 -1 -1 -1]
3,582078,150501369,138266,3483,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1]"
3,605994,175102341,40066,28073,[ 1  1  1  1  1  0 -1 -1 -1]
3,316740,240399178,61633,1492,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,602180,175949179,44800,14327,[ 1  1  0 -1 -1 -1 -1 -1 -1]
3,608056,175461556,109533,73165,[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1]
3,430075,44510649,157900,2841,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1]"
3,491480,40693960,153344,154773,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
3,211695,126981130,10733,2755,[ 0 -1 -1]
3,356419,13453115,18333,16496,[1 1 1 0]
3,547605,126866594,15283,1168,[ 0 -1 -1 -1]
3,97716,180826029,13300,1990,[ 0 -1 -1]
3,208035,13453115,18240,1588,[ 0 -1 -1 -1]
3,586892,175642978,8866,10407,[1 1]
3,506409,133631968,29000,27905,[1 1 1 1 1 0]
3,550317,122002453,104800,23750,[ 1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,447900,13692343,25000,1458,[ 0 -1 -1 -1 -1]
3,558005,175573305,56933,2806,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,381591,13064351,25833,4020,[ 0 -1 -1 -1 -1 -1]
3,550646,126866594,63797,13191,[ 1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,205242,12870780,120966,3294,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1]"
3,198488,175771175,27533,22069,[ 1  1  1  1  0 -1]
3,406839,13766699,7600,1524,[ 0 -1]
3,527304,240399178,7166,1320,[ 0 -1]
3,550155,126840373,46466,2015,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,109556,12870780,61333,17322,[ 1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,612689,180082002,56700,1710,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,620082,253584978,15400,6756,[ 1  0 -1 -1]
3,481328,41722438,24700,29313,[1 1 1 1 1]
3,560483,126840373,9800,11773,[1 1]
3,257251,175642978,17466,1407,[ 0 -1 -1 -1]
3,561594,140550923,10666,1493,[ 0 -1 -1]
3,337705,253656649,75000,2364,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,407348,175880164,8866,1696,[ 0 -1]
3,580330,256964201,10733,1332,[ 0 -1 -1]
3,552957,122002453,99066,34559,[ 1  1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,543543,175102341,9200,1004,[ 0 -1]
3,167275,40693960,137266,12896,"[ 1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1]"
3,522123,181126900,27333,1676,[ 0 -1 -1 -1 -1 -1]
3,586392,180826029,64733,3990,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,311282,41343170,33400,34707,[1 1 1 1 1 1 1]
3,448836,43767791,42000,45286,[1 1 1 1 1 1 1 1 1]
3,608672,175741801,8000,9564,[1 1]
3,531497,126840373,21533,3089,[ 0 -1 -1 -1 -1]
3,565353,133788468,95266,73459,[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1]
3,531674,77768971,23100,8305,[ 1  0 -1 -1 -1]
3,222765,126648513,138433,1302,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1]"
3,634110,239626869,40100,29831,[ 1  1  1  1  1  0 -1 -1 -1]
3,427853,44510649,109233,3347,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,631198,239961397,14300,11666,[1 1 0]
3,490900,175880164,12633,1549,[ 0 -1 -1]
3,333342,134842799,15766,3000,[ 0 -1 -1 -1]
3,66626,41343170,34466,37203,[1 1 1 1 1 1 1]
3,591751,253828327,31600,223,[ 0 -1 -1 -1 -1 -1 -1]
3,612812,240193363,187566,73791,"[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,539221,134842799,82413,14501,[ 1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,237225,181217110,76960,2270,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,603821,175771175,13166,7463,[ 1  0 -1]
3,256603,13157417,53533,55420,[1 1 1 1 1 1 1 1 1 1 1]
3,653099,253656649,68000,15963,[ 1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,578470,140492721,20533,17989,[ 1  1  1  0 -1]
3,598764,175379708,21264,20811,[1 1 1 1 0]
3,427089,155895624,88960,40972,[ 1  1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,534808,126648513,27527,3877,[ 0 -1 -1 -1 -1 -1]
3,190635,12933101,10643,13240,[1 1 1]
3,529476,77361932,171499,18685,"[ 1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,409182,140550923,14766,3008,[ 0 -1 -1]
3,478988,40878644,87866,84483,[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0 -1]
3,111884,13692343,56566,1327,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,163720,180483800,11000,1300,[ 0 -1 -1]
3,313991,13453115,20400,4963,[ 0 -1 -1 -1 -1]
3,553274,122002453,136599,93541,"[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0 -1 -1 -1 -1 -1
 -1 -1 -1 -1]"
3,106724,180331431,60320,4805,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,615378,239211880,158133,111792,"[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0 -1
 -1 -1 -1 -1 -1 -1 -1 -1]"
3,464142,175801645,7557,2626,[ 0 -1]
3,548057,133631968,71600,1322,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,418914,13157417,23166,20701,[1 1 1 1 0]
3,589598,155958785,47066,972,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,603282,240327815,121933,2501,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1]"
3,497855,256850654,135933,16965,"[ 1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1]"
3,641498,240368032,70433,14298,[ 1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,506709,77768971,13033,12028,[1 1 0]
3,524439,180379301,7133,1287,[ 0 -1]
3,333331,13453115,21933,1073,[ 0 -1 -1 -1 -1]
3,59475,43767791,59166,2652,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,645637,256798272,194232,1021,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,483348,41923158,35700,41718,[1 1 1 1 1 1 1 1]
3,472851,41722438,91266,5920,[ 1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,49386,180264060,35066,1805,[ 0 -1 -1 -1 -1 -1 -1 -1]
3,557775,126840373,88966,1278,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,383378,181159560,10066,1553,[ 0 -1 -1]
3,370085,256587653,179900,1821,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,494505,126909718,8533,1265,[ 0 -1]
3,593237,175618336,14500,12198,[1 1 0]
3,653476,253721055,178700,1174,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,381119,12933101,14800,4593,[ 0 -1 -1]
3,57864,240193363,13566,1684,[ 0 -1 -1]
3,479447,41923158,70683,13431,[ 1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
3,116694,180483800,165783,3546,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,606584,253721055,14200,3368,[ 0 -1 -1]
3,509052,77768971,184233,1843,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
3,471262,181021710,17600,3475,[ 0 -1 -1 -1]
3,118216,181217110,9233,1443,[ 0 -1]
3,577411,175547576,140566,1198,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1]"
4,281111,246038470,73520,74203,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
4,359796,223093667,8466,7092,[1 0]
4,557838,220666707,9576,8565,[1 0]
4,395356,223321475,88900,80258,[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0 -1]
4,637275,244786516,20666,16856,[ 1  1  1  0 -1]
4,564631,245754703,18666,2377,[ 0 -1 -1 -1]
4,59868,219314947,10833,12018,[1 1 1]
4,532930,220666707,14300,20217,[1 1 1]
4,545787,245754703,72338,74567,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
4,610479,219471575,28795,4490,[ 0 -1 -1 -1 -1 -1]
4,518635,220447749,76466,9963,[ 1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
4,561455,220730942,13133,14344,[1 1 1]
4,174319,242716724,8183,10280,[1 1]
4,189498,219413902,115483,22421,[ 1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
4,642350,246180969,66000,3198,[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
4,316549,223558308,15933,2013,[ 0 -1 -1 -1]
4,6685,220447749,32033,32760,[1 1 1 1 1 1 1]
4,82286,223191640,194266,1256,"[ 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]"
4,308072,245754703,9266,19072,[1 1]
4,401861,245931123,33266,7958,[ 1  0 -1 -1 -1 -1 -1]
4,432171,221474904,9400,10485,[1 1]
4,521210,221013307,52150,10831,[ 1  1  0 -1 -1 -1 -1 -1 -1 -1 -1]
4,619442,242716724,10100,11896,[1 1 1]
